DimItemDWK,ItemID,ItemName,ItemDescription,SKU,ItemType,ItemCost,ItemPrice,IsCurrent,DeletedRecordFlag,DWStartDate,DWEndDate
14,-1416,CA_KERN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
15,-1417,CA_KINGS CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
16,-1418,CA_LAKE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
27,-1025,ND_HARWOOD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
71,-2479,IL_SCOTT CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
72,-2480,IL_SHELBY CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
74,-2482,IL_GREENE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
109,-2182,IL_GURNEE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
111,-2184,IL_LONG GROVE RTE 83 BD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
136,-340,AR_LEWISVILLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
142,-983,ND_BEULAH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
169,-381,AR_MALVERN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
202,-989,ND_MUNICH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
203,-990,ND_HALLIDAY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
208,-370,AR_FRANKLIN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
209,-1421,CA_MADERA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
210,-1422,CA_MARIN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
211,-1423,CA_MARIPOSA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
228,-185,AR_GARLAND,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
292,-252,AR_OAK GROVE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
296,-1066,ND_NEW SALEM,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
310,-439,AR_BONO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
339,-348,AR_WASHINGTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
340,-349,AR_PERLA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
341,-350,AR_WALDRON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
345,-2059,IL_LAKEWOOD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
367,-186,AR_ALTUS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
368,-188,AR_MAMMOTH SPRING,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
370,-187,AR_OZARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
375,-2329,IL_WHEELING,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
378,-2332,IL_DEERFIELD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
381,-2335,IL_ELMHURST_,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
382,-280,AR_HARRISBURG,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
439,-2085,IL_GLENWOOD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
441,-2087,IL_LA GRANGE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
447,-2093,IL_SOUTH BARRINGTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
462,-2260,IL_PLEASANT PLAINS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
471,-459,AR_NASHVILLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
479,-1408,CA_CONTRA COSTA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
483,-1999,IL_EIQU,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
484,-2000,IL_EFVQ,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
485,-2001,IL_EFBJ,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
486,-2002,IL_EGLX,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
487,-2003,IL_EFNY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
488,-2004,IL_EIJV,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
489,-2005,IL_EGLP,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
490,-2006,IL_EGTE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
491,-2007,IL_EGLR,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
492,-2008,IL_EFVW,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
494,-2010,IL_EICF,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
495,-2011,IL_EHBH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
496,-2012,IL_EFBK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
497,-2013,IL_EFGJ,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
498,-2014,IL_EFVS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
499,-2015,IL_EFGK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
546,-1010,ND_CARSON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
549,-216,AR_SWIFTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
550,-217,AR_KEO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
627,-379,AR_ETOWAH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
642,-380,AR_VIOLA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
695,-232,AR_PERRYVILLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
697,-234,AR_TRUMANN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
699,-236,AR_SHERWOOD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
706,-2022,IL_EIKB,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
708,-1032,ND_LAKOTA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
712,-1036,ND_BERTHOLD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
745,-2243,IL_DES PLAINES,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
748,-2246,IL_IRVING PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
749,-2247,IL_MOUNT PROSPECT,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
750,-2248,IL_MIDLOTHIAN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
751,-2249,IL_MOUNT GREENWOOD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
776,-2129,IL_CHRISTOPHER,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
779,-2132,IL_GILBERTS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
803,-2251,IL_OAK FOREST,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
806,-2254,IL_WILMETTE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
807,-2255,IL_HOMER GLEN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
829,-286,AR_BAY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
830,-287,AR_DYER,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
831,-1064,ND_GACKLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
878,-179,AR_WALNUT RIDGE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
939,-1988,IL_EGDT,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
952,-374,AR_RAVENDEN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
956,-519,AR_WOODRUFF CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
975,-2395,IL_OAK PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
980,-265,AR_SUMMIT,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1044,-1427,CA_MONO CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1045,-1428,CA_MONTEREY CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1046,-1429,CA_NAPA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1055,-404,AR_ALMYRA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1061,-2308,IL_FORSYTH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1070,-2099,IL_CHANNAHON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1071,-2100,IL_LOCKPORT,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1084,-345,AR_FOUKE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1098,-467,AR_MAUMELLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1100,-469,AR_HAVANA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1101,-424,AR_LESLIE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1102,-425,AR_WHEATLEY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1103,-426,AR_NORMAN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1104,-427,AR_PRESCOTT,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1134,-2105,IL_SPARTA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1181,-2448,IL_HAMILTON CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1198,-249,AR_GARFIELD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1199,-250,AR_LITTLE FLOCK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1243,-2449,IL_MASON CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1261,-530,AR_POPE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1262,-531,AR_YELL CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1301,-365,AR_BRIARCLIFF,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1303,-1030,ND_MANDAN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1310,-1021,ND_WESTHOPE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1313,-485,AR_LINCOLN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1354,-2259,IL_LOVES PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1359,-497,AR_SHARP CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1391,-1022,ND_SCRANTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1392,-1023,ND_CASSELTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1400,-221,AR_DIERKS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1402,-223,AR_DE QUEEN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1403,-224,AR_GILLHAM,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1412,-2312,IL_MACHESNEY PARK TOWN CT BD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1415,-2315,IL_HIGHLAND,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1417,-2397,IL_SOUTH CHICAGO HEIGHTS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1421,-2118,IL_LITCHFIELD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1443,-500,AR_CRAWFORD CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1447,-1448,CA_SISKIYOU CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1448,-1449,CA_SOLANO CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1472,-1396,CA_STANTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1473,-1397,CA_STOCKTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1483,-2239,IL_ARLINGTON HEIGHTS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1490,-974,ND_WOODWORTH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1492,-975,ND_OXBOW,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1551,-1435,CA_SACRAMENTO CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1570,-943,ND_ELLENDALE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1582,-1450,CA_SONOMA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1591,-1001,ND_MINTO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1598,-487,AR_MARION CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1620,-2284,IL_CRESTWOOD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1621,-2285,IL_ELMWOOD PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1670,-2288,IL_MORTON GROVE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1671,-2289,IL_MARKHAM,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1672,-2290,IL_MERRIONETTE PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1674,-2292,IL_PALATINE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1682,-2466,IL_DOUGLAS CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1689,-268,AR_BRANCH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1710,-1984,IL_EFGI,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1727,-1452,CA_SUTTER CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1728,-1453,CA_TEHAMA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1729,-1454,CA_TRINITY CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1730,-1455,CA_TULARE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1731,-1456,CA_TUOLUMNE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1732,-1457,CA_VENTURA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1733,-1458,CA_YOLO CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1734,-1459,CA_YUBA CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1745,-1451,CA_STANISLAUS CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1761,-461,AR_HASKELL,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1762,-462,AR_BONANZA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1764,-507,AR_STONE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1788,-2456,IL_CHRISTIAN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1801,-2465,IL_WHITE CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1819,-1026,ND_PAGE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1820,-2152,IL_WORTH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1823,-2155,IL_OREGON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1825,-2157,IL_DE LAND,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1826,-2158,IL_CRAINVILLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1827,-2159,IL_HURST,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1828,-2160,IL_ALTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1834,-2016,IL_EHBF,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1835,-2017,IL_EGDV,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1836,-2018,IL_EFGG,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1837,-2019,IL_EGDR,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1838,-2020,IL_EIQM,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1871,-1028,ND_NEW LEIPZIG,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1872,-203,AR_MC CRORY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1882,-2168,IL_BYRON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1929,-2218,IL_MACHESNEY PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1932,-2221,IL_FAIRVIEW HEIGHTS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1934,-2073,IL_ELSAH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1972,-2277,IL_SUGAR GROVE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1973,-2337,IL_FOREST PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1976,-2340,IL_HILLSIDE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1989,-492,AR_PULASKI CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
1995,-997,ND_MOHALL,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2060,-450,AR_GUM SPRINGS,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2061,-454,AR_WILTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2072,-977,ND_BEACH,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2073,-978,ND_ELGIN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2074,-1047,ND_WATFORD CITY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2075,-1048,ND_ANETA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2077,-1050,ND_SAINT JOHN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2136,-293,AR_BELLA VISTA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2137,-294,AR_ALPENA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2182,-2499,IL_FRANKLIN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2183,-2500,IL_HENDERSON CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2208,-321,AR_KIBLER,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2210,-323,AR_JENNETTE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2214,-443,AR_SPARKMAN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2231,-409,AR_WARREN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2232,-2416,IL_PARK CITY,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2239,-1440,CA_SAN JOAQUIN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2265,-1053,ND_EDINBURG,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2278,-1038,ND_POWERS LAKE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2280,-1040,ND_HAZELTON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2285,-429,AR_TYRONZA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2286,-300,AR_MORO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2291,-1441,CA_SAN LUIS OBISPO CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2292,-1442,CA_SAN MATEO CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2295,-1419,CA_LASSEN CO,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2299,-1247,CA_EGQL,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2300,-1248,CA_EMAN,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2313,-194,AR_LUXORA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2314,-195,AR_ROE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2316,-192,AR_HARTFORD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2318,-198,AR_MENA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2337,-2384,IL_HAZEL CREST,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2338,-2385,IL_INDIAN HEAD PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2340,-2387,IL_JEFFERSON PARK,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2347,-2064,IL_BATAVIA,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2348,-2065,IL_HINSDALE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2349,-2066,IL_NORTHLAKE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2350,-2067,IL_OAKBROOK TERRACE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2351,-2068,IL_WHEATON,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2352,-2069,IL_WOOD DALE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2354,-2071,IL_ELKVILLE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2361,-2190,IL_BURNHAM,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2362,-2191,IL_BRIDGEVIEW,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2364,-2436,IL_RIVERDALE,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2379,-1375,CA_FAIRFIELD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2380,-1376,CA_FORT BRAGG,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2381,-1377,CA_GREENFIELD,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
2382,-1378,CA_HOLLISTER,,,Sales Tax Item,,1,1,0,"Friday, December 10, 2021","Friday, December 31, 9999"
